,date,country,province,city,confirmed,suspected,cured,dead
1154,2020-03-03,巴西,,,2,0,0,0
1155,2020-03-03,巴林,,,47,0,0,0
1156,2020-03-03,巴基斯坦,,,5,0,0,0
1157,2020-03-03,澳大利亚,,,40,0,15,1
1158,2020-03-03,奥地利,,,16,0,0,0
1159,2020-03-03,安道尔,,,1,0,0,0
1160,2020-03-03,爱沙尼亚,,,1,0,0,0
1161,2020-03-03,爱尔兰,,,1,0,0,0
1162,2020-03-03,埃及,,,2,0,1,0
1163,2020-03-03,阿塞拜疆,,,3,0,0,0
1164,2020-03-03,阿曼,,,12,0,2,0
1165,2020-03-03,阿联酋,,,21,0,5,0
1166,2020-03-03,阿富汗,,,1,0,0,0
1167,2020-03-03,阿尔及利亚,,,3,0,0,0
1168,2020-03-03,日本,,,268,0,35,6
1169,2020-03-04,中国,,,80565,522,52109,3015
1170,2020-03-04,智利,,,1,0,0,0
1171,2020-03-04,越南,,,16,0,16,0
1172,2020-03-04,约旦,,,1,0,0,0
1173,2020-03-04,英国,,,85,0,8,0
1174,2020-03-04,印度尼西亚,,,2,0,0,0
1175,2020-03-04,印度,,,28,0,3,0
1176,2020-03-04,意大利,,,2546,0,160,79
1177,2020-03-04,以色列,,,15,0,0,0
1178,2020-03-04,伊朗,,,2922,0,552,92
1179,2020-03-04,伊拉克,,,31,0,0,1
1180,2020-03-04,亚美尼亚,,,1,0,0,0
1181,2020-03-04,新西兰,,,2,0,0,0
1182,2020-03-04,新加坡,,,112,0,78,0
1183,2020-03-04,希腊,,,9,0,0,0
1184,2020-03-04,西班牙,,,179,0,3,1
1185,2020-03-04,乌克兰,,,1,0,0,0
1186,2020-03-04,突尼斯,,,1,0,0,0
1187,2020-03-04,泰国,,,43,0,28,1
1188,2020-03-04,斯里兰卡,,,1,0,1,0
1189,2020-03-04,圣马力诺,,,8,0,0,0
1190,2020-03-04,沙特阿拉伯,,,1,0,0,0
1191,2020-03-04,塞内加尔,,,2,0,0,0
1192,2020-03-04,瑞士,,,66,0,2,0
1193,2020-03-04,瑞典,,,35,0,0,0
1194,2020-03-04,葡萄牙,,,5,0,0,0
1195,2020-03-04,挪威,,,34,0,0,0
1196,2020-03-04,尼日利亚,,,1,0,0,0
1197,2020-03-04,尼泊尔,,,1,0,1,0
1198,2020-03-04,墨西哥,,,5,0,1,0
1199,2020-03-04,摩纳哥,,,1,0,0,0
1200,2020-03-04,摩洛哥,,,1,0,0,0
1201,2020-03-04,美国,,,126,0,3,9
1202,2020-03-04,马来西亚,,,50,0,22,0
1203,2020-03-04,罗马尼亚,,,4,0,1,0
1204,2020-03-04,卢森堡,,,1,0,0,0
1205,2020-03-04,立陶宛,,,1,0,0,0
1206,2020-03-04,黎巴嫩,,,13,0,1,0
1207,2020-03-04,拉脱维亚,,,1,0,0,0
1208,2020-03-04,克罗地亚,,,9,0,0,0
1209,2020-03-04,科威特,,,56,0,0,0
1210,2020-03-04,卡塔尔,,,7,0,0,0
1211,2020-03-04,捷克,,,5,0,0,0
1212,2020-03-04,柬埔寨,,,1,0,1,0
1213,2020-03-04,加拿大,,,33,0,7,0
1214,2020-03-04,荷兰,,,38,0,0,0
1215,2020-03-04,韩国,,,5621,0,34,35
1216,2020-03-04,格鲁吉亚,,,3,0,0,0
1217,2020-03-04,芬兰,,,7,0,1,0
1218,2020-03-04,菲律宾,,,3,0,1,1
1219,2020-03-04,法国,,,257,0,12,4
1220,2020-03-04,厄瓜多尔,,,7,0,0,0
1221,2020-03-04,俄罗斯,,,6,0,2,0
1222,2020-03-04,多米尼加,,,1,0,0,0
1223,2020-03-04,德国,,,240,0,16,0
1224,2020-03-04,丹麦,,,10,0,0,0
1225,2020-03-04,波兰,,,1,0,0,0
1226,2020-03-04,冰岛,,,16,0,1,0
1227,2020-03-04,比利时,,,23,0,1,0
1228,2020-03-04,北马其顿,,,1,0,0,0
1229,2020-03-04,白俄罗斯,,,6,0,0,0
1230,2020-03-04,巴西,,,2,0,0,0
1231,2020-03-04,巴林,,,50,0,0,0
1232,2020-03-04,巴基斯坦,,,5,0,0,0
1233,2020-03-04,澳大利亚,,,50,0,15,2
1234,2020-03-04,奥地利,,,24,0,0,0
1235,2020-03-04,安道尔,,,1,0,0,0
1236,2020-03-04,爱沙尼亚,,,1,0,0,0
1237,2020-03-04,爱尔兰,,,2,0,0,0
1238,2020-03-04,埃及,,,2,0,1,0
1239,2020-03-04,阿塞拜疆,,,3,0,0,0
1240,2020-03-04,阿曼,,,12,0,2,0
1241,2020-03-04,阿联酋,,,27,0,5,0
1242,2020-03-04,阿根廷,,,1,0,0,0
1243,2020-03-04,阿富汗,,,1,0,0,0
1244,2020-03-04,阿尔及利亚,,,8,0,0,0
1245,2020-03-04,日本,,,284,0,37,6
1246,2020-03-05,中国,,,80580,522,52294,3016
1247,2020-03-05,智利,,,3,0,0,0
1248,2020-03-05,越南,,,16,0,16,0
1249,2020-03-05,约旦,,,1,0,0,0
1250,2020-03-05,英国,,,90,0,8,0
1251,2020-03-05,印度尼西亚,,,2,0,0,0
1252,2020-03-05,印度,,,30,0,3,0
1253,2020-03-05,意大利,,,3144,0,276,107
1254,2020-03-05,以色列,,,15,0,0,0
1255,2020-03-05,伊朗,,,3513,0,552,107
1256,2020-03-05,伊拉克,,,31,0,0,3
1257,2020-03-05,亚美尼亚,,,1,0,0,0
1258,2020-03-05,匈牙利,,,2,0,0,0
1259,2020-03-05,新西兰,,,3,0,0,0
1260,2020-03-05,新加坡,,,117,0,78,0
1261,2020-03-05,希腊,,,31,0,0,0
1262,2020-03-05,西班牙,,,248,0,3,2
1263,2020-03-05,乌克兰,,,1,0,0,0
1264,2020-03-05,突尼斯,,,1,0,0,0
1265,2020-03-05,泰国,,,47,0,28,1
1266,2020-03-05,斯洛文尼亚,,,1,0,0,0
1267,2020-03-05,斯里兰卡,,,1,0,1,0
1268,2020-03-05,圣马力诺,,,8,0,0,0
1269,2020-03-05,沙特阿拉伯,,,2,0,0,0
1270,2020-03-05,塞内加尔,,,4,0,0,0
1271,2020-03-05,瑞士,,,81,0,2,1
1272,2020-03-05,瑞典,,,60,0,0,0
1273,2020-03-05,葡萄牙,,,5,0,0,0
1274,2020-03-05,挪威,,,72,0,0,0
1275,2020-03-05,尼日利亚,,,1,0,0,0
1276,2020-03-05,尼泊尔,,,1,0,1,0
1277,2020-03-05,南非,,,1,0,0,0
1278,2020-03-05,墨西哥,,,5,0,1,0
1279,2020-03-05,摩纳哥,,,1,0,0,0
1280,2020-03-05,摩洛哥,,,2,0,0,0
1281,2020-03-05,美国,,,161,0,3,11
1282,2020-03-05,马来西亚,,,55,0,22,0
1283,2020-03-05,罗马尼亚,,,6,0,1,0
1284,2020-03-05,卢森堡,,,1,0,0,0
1285,2020-03-05,立陶宛,,,1,0,0,0
1286,2020-03-05,黎巴嫩,,,15,0,1,0
1287,2020-03-05,拉脱维亚,,,1,0,0,0
1288,2020-03-05,克罗地亚,,,10,0,0,0
1289,2020-03-05,科威特,,,58,0,0,0
1290,2020-03-05,卡塔尔,,,8,0,0,0
1291,2020-03-05,捷克,,,8,0,0,0
1292,2020-03-05,柬埔寨,,,1,0,1,0
1293,2020-03-05,加拿大,,,34,0,7,0
1294,2020-03-05,荷兰,,,82,0,0,0
1295,2020-03-05,韩国,,,6088,0,88,41
1296,2020-03-05,格鲁吉亚,,,3,0,0,0
1297,2020-03-05,芬兰,,,12,0,1,0
1298,2020-03-05,菲律宾,,,3,0,1,1
1299,2020-03-05,法国,,,377,0,12,6
1300,2020-03-05,厄瓜多尔,,,10,0,0,0
1301,2020-03-05,俄罗斯,,,7,0,2,0
1302,2020-03-05,多米尼加,,,1,0,0,0
1303,2020-03-05,德国,,,349,0,16,0
1304,2020-03-05,丹麦,,,15,0,0,0
1305,2020-03-05,波兰,,,1,0,0,0
1306,2020-03-05,波黑,,,1,0,0,0
1307,2020-03-05,冰岛,,,34,0,1,0
1308,2020-03-05,比利时,,,50,0,1,0
1309,2020-03-05,北马其顿,,,1,0,0,0
1310,2020-03-05,白俄罗斯,,,6,0,0,0
1311,2020-03-05,巴西,,,3,0,0,0
1312,2020-03-05,巴林,,,50,0,0,0
1313,2020-03-05,巴基斯坦,,,5,0,0,0
1314,2020-03-05,澳大利亚,,,57,0,15,2
1315,2020-03-05,奥地利,,,24,0,0,0
1316,2020-03-05,安道尔,,,1,0,0,0
1317,2020-03-05,爱沙尼亚,,,2,0,0,0
1318,2020-03-05,爱尔兰,,,6,0,0,0
1319,2020-03-05,埃及,,,3,0,1,0
1320,2020-03-05,阿塞拜疆,,,3,0,0,0
1321,2020-03-05,阿曼,,,16,0,2,0
1322,2020-03-05,阿联酋,,,28,0,5,0
1323,2020-03-05,阿根廷,,,1,0,0,0
1324,2020-03-05,阿富汗,,,1,0,0,0
1325,2020-03-05,阿尔及利亚,,,17,0,0,0
1326,2020-03-05,日本,,,317,0,49,6
1327,2020-03-06,中国,,,80813,502,55477,3073
1328,2020-03-06,智利,,,4,0,0,0
1329,2020-03-06,直布罗陀,,,1,0,0,0
1330,2020-03-06,越南,,,16,0,16,0
1331,2020-03-06,约旦,,,1,0,0,0
1332,2020-03-06,英国,,,163,0,8,1
1333,2020-03-06,印度尼西亚,,,4,0,0,0
1334,2020-03-06,印度,,,31,0,3,0
1335,2020-03-06,意大利,,,3927,0,414,148
1336,2020-03-06,以色列,,,17,0,0,0
1337,2020-03-06,伊朗,,,4747,0,739,124
1338,2020-03-06,伊拉克,,,38,0,0,3
1339,2020-03-06,亚美尼亚,,,1,0,0,0
1340,2020-03-06,匈牙利,,,4,0,0,0
1341,2020-03-06,新西兰,,,4,0,0,0
1342,2020-03-06,新加坡,,,130,0,81,0
1343,2020-03-06,希腊,,,45,0,0,0
1344,2020-03-06,西班牙,,,365,0,3,5
1345,2020-03-06,乌克兰,,,1,0,0,0
1346,2020-03-06,突尼斯,,,1,0,0,0
1347,2020-03-06,泰国,,,48,0,28,1
1348,2020-03-06,斯洛文尼亚,,,6,0,0,0
1349,2020-03-06,斯洛伐克,,,1,0,0,0
1350,2020-03-06,斯里兰卡,,,1,0,1,0
1351,2020-03-06,圣马力诺,,,23,0,0,0
1352,2020-03-06,沙特阿拉伯,,,5,0,0,0
1353,2020-03-06,塞内加尔,,,4,0,0,0
1354,2020-03-06,塞尔维亚,,,1,0,0,0
1355,2020-03-06,瑞士,,,210,0,3,1
1356,2020-03-06,瑞典,,,94,0,0,0
1357,2020-03-06,葡萄牙,,,7,0,0,0
1358,2020-03-06,挪威,,,90,0,0,0
1359,2020-03-06,尼日利亚,,,1,0,0,0
1360,2020-03-06,尼泊尔,,,1,0,1,0
1361,2020-03-06,南非,,,1,0,0,0
1362,2020-03-06,墨西哥,,,5,0,1,0
1363,2020-03-06,摩纳哥,,,1,0,0,0
1364,2020-03-06,摩洛哥,,,2,0,0,0
1365,2020-03-06,美国,,,233,0,3,14
1366,2020-03-06,马来西亚,,,83,0,22,0
1367,2020-03-06,罗马尼亚,,,7,0,1,0
1368,2020-03-06,卢森堡,,,1,0,0,0
1369,2020-03-06,列支敦士登,,,1,0,0,0
1370,2020-03-06,立陶宛,,,1,0,0,0
1371,2020-03-06,黎巴嫩,,,15,0,1,0
1372,2020-03-06,拉脱维亚,,,1,0,0,0
1373,2020-03-06,克罗地亚,,,11,0,0,0
1374,2020-03-06,科威特,,,58,0,0,0
1375,2020-03-06,卡塔尔,,,11,0,0,0
1376,2020-03-06,喀麦隆,,,1,0,0,0
1377,2020-03-06,捷克,,,12,0,0,0
1378,2020-03-06,柬埔寨,,,1,0,1,0
1379,2020-03-06,加拿大,,,48,0,7,0
1380,2020-03-06,荷兰,,,128,0,0,1
1381,2020-03-06,韩国,,,6593,0,108,43
1382,2020-03-06,格鲁吉亚,,,3,0,0,0
1383,2020-03-06,芬兰,,,15,0,1,0
1384,2020-03-06,菲律宾,,,5,0,1,1
1385,2020-03-06,梵蒂冈,,,1,0,0,0
1386,2020-03-06,法国,,,577,0,12,9
1387,2020-03-06,厄瓜多尔,,,13,0,0,0
1388,2020-03-06,俄罗斯,,,13,0,2,0
1389,2020-03-06,多米尼加,,,1,0,0,0
1390,2020-03-06,德国,,,565,0,16,0
1391,2020-03-06,丹麦,,,20,0,0,0
1392,2020-03-06,不丹,,,1,0,0,0
1393,2020-03-06,波兰,,,1,0,0,0
1394,2020-03-06,波黑,,,2,0,0,0
1395,2020-03-06,冰岛,,,37,0,1,0
1396,2020-03-06,秘鲁,,,1,0,0,0
1397,2020-03-06,比利时,,,109,0,1,0
1398,2020-03-06,北马其顿,,,1,0,0,0
1399,2020-03-06,白俄罗斯,,,6,0,0,0
1400,2020-03-06,巴西,,,8,0,0,0
1401,2020-03-06,巴林,,,56,0,0,0
1402,2020-03-06,巴勒斯坦,,,7,0,0,0
1403,2020-03-06,巴基斯坦,,,6,0,0,0
1404,2020-03-06,澳大利亚,,,66,0,15,3
1405,2020-03-06,奥地利,,,41,0,0,0
1406,2020-03-06,安道尔,,,1,0,0,0
1407,2020-03-06,爱沙尼亚,,,5,0,0,0
1408,2020-03-06,爱尔兰,,,13,0,0,0
1409,2020-03-06,埃及,,,15,0,1,0
1410,2020-03-06,阿塞拜疆,,,3,0,0,0
1411,2020-03-06,阿曼,,,16,0,2,0
1412,2020-03-06,阿联酋,,,29,0,5,0
1413,2020-03-06,阿根廷,,,1,0,0,0
1414,2020-03-06,阿富汗,,,1,0,0,0
1415,2020-03-06,阿尔及利亚,,,17,0,0,0
1416,2020-03-06,日本,,,349,0,69,6
1417,2020-03-07,中国,,,80859,458,57143,3100
1418,2020-03-07,智利,,,5,0,0,0
1419,2020-03-07,直布罗陀,,,1,0,0,0
1420,2020-03-07,越南,,,18,0,16,0
1421,2020-03-07,约旦,,,1,0,0,0
1422,2020-03-07,英国,,,206,0,8,2
1423,2020-03-07,印度尼西亚,,,4,0,0,0
1424,2020-03-07,印度,,,33,0,3,0
1425,2020-03-07,意大利,,,4680,0,523,197
1426,2020-03-07,以色列,,,21,0,2,0
1427,2020-03-07,伊朗,,,5823,0,739,145
1428,2020-03-07,伊拉克,,,46,0,0,4
1429,2020-03-07,亚美尼亚,,,1,0,0,0
1430,2020-03-07,匈牙利,,,4,0,0,0
1431,2020-03-07,新西兰,,,5,0,0,0
1432,2020-03-07,新加坡,,,138,0,81,0
1433,2020-03-07,希腊,,,46,0,0,0
1434,2020-03-07,西班牙,,,430,0,3,8
1435,2020-03-07,乌克兰,,,1,0,0,0
1436,2020-03-07,突尼斯,,,1,0,0,0
1437,2020-03-07,泰国,,,50,0,28,1
1438,2020-03-07,斯洛文尼亚,,,7,0,0,0
1439,2020-03-07,斯洛伐克,,,1,0,0,0
1440,2020-03-07,斯里兰卡,,,1,0,1,0
1441,2020-03-07,圣马力诺,,,23,0,0,1
1442,2020-03-07,沙特阿拉伯,,,8,0,0,0
1443,2020-03-07,塞内加尔,,,4,0,0,0
1444,2020-03-07,塞尔维亚,,,1,0,0,0
1445,2020-03-07,瑞士,,,228,0,3,1
1446,2020-03-07,瑞典,,,161,0,0,0
1447,2020-03-07,葡萄牙,,,15,0,0,0
1448,2020-03-07,挪威,,,136,0,0,0
1449,2020-03-07,尼日利亚,,,1,0,0,0
1450,2020-03-07,尼泊尔,,,1,0,1,0
1451,2020-03-07,南非,,,2,0,0,0
1452,2020-03-07,墨西哥,,,6,0,1,0
1453,2020-03-07,摩纳哥,,,1,0,0,0
1454,2020-03-07,摩洛哥,,,2,0,0,0
1455,2020-03-07,美国,,,338,0,10,17
1456,2020-03-07,马来西亚,,,93,0,22,0
1457,2020-03-07,马耳他,,,1,0,0,0
1458,2020-03-07,罗马尼亚,,,9,0,1,0
1459,2020-03-07,卢森堡,,,3,0,0,0
1460,2020-03-07,列支敦士登,,,1,0,0,0
1461,2020-03-07,立陶宛,,,1,0,0,0
1462,2020-03-07,黎巴嫩,,,16,0,1,0
1463,2020-03-07,拉脱维亚,,,1,0,0,0
1464,2020-03-07,克罗地亚,,,12,0,0,0
1465,2020-03-07,科威特,,,61,0,0,0
1466,2020-03-07,卡塔尔,,,11,0,0,0
1467,2020-03-07,喀麦隆,,,2,0,0,0
1468,2020-03-07,捷克,,,19,0,0,0
1469,2020-03-07,柬埔寨,,,1,0,1,0
1470,2020-03-07,加拿大,,,54,0,7,0
1471,2020-03-07,荷兰,,,128,0,0,1
1472,2020-03-07,韩国,,,7041,0,118,44
1473,2020-03-07,格鲁吉亚,,,9,0,0,0
1474,2020-03-07,哥斯达黎加,,,1,0,0,0
1475,2020-03-07,哥伦比亚,,,1,0,0,0
1476,2020-03-07,芬兰,,,19,0,1,0
1477,2020-03-07,菲律宾,,,6,0,1,1
1478,2020-03-07,梵蒂冈,,,1,0,0,0
1479,2020-03-07,法国,,,716,0,12,11
1480,2020-03-07,厄瓜多尔,,,14,0,0,0
1481,2020-03-07,俄罗斯,,,14,0,2,0
1482,2020-03-07,多米尼加,,,1,0,0,0
1483,2020-03-07,多哥,,,1,0,0,0
1484,2020-03-07,德国,,,684,0,17,0
1485,2020-03-07,丹麦,,,27,0,0,0
1486,2020-03-07,不丹,,,1,0,0,0
1487,2020-03-07,波兰,,,5,0,0,0
1488,2020-03-07,波黑,,,3,0,0,0
1489,2020-03-07,冰岛,,,43,0,1,0
1490,2020-03-07,秘鲁,,,1,0,0,0
1491,2020-03-07,比利时,,,169,0,1,0
1492,2020-03-07,北马其顿,,,3,0,0,0
1493,2020-03-07,白俄罗斯,,,6,0,0,0
1494,2020-03-07,巴西,,,13,0,0,0
1495,2020-03-07,巴林,,,56,0,4,0
1496,2020-03-07,巴勒斯坦,,,16,0,0,0
1497,2020-03-07,巴基斯坦,,,6,0,0,0
1498,2020-03-07,澳大利亚,,,64,0,15,2
1499,2020-03-07,奥地利,,,66,0,0,0
1500,2020-03-07,安道尔,,,1,0,0,0
1501,2020-03-07,爱沙尼亚,,,10,0,0,0
1502,2020-03-07,爱尔兰,,,18,0,0,0
1503,2020-03-07,埃及,,,15,0,1,0
1504,2020-03-07,阿塞拜疆,,,3,0,0,0
1505,2020-03-07,阿曼,,,16,0,2,0
1506,2020-03-07,阿联酋,,,45,0,5,0
1507,2020-03-07,阿根廷,,,8,0,0,0
1508,2020-03-07,阿富汗,,,4,0,0,0
1509,2020-03-07,阿尔及利亚,,,19,0,0,0
1510,2020-03-07,日本,,,408,0,76,6
1511,2020-03-08,中国,,,80904,421,58684,3123
1512,2020-03-08,智利,,,7,0,0,0
1513,2020-03-08,直布罗陀,,,1,0,0,0
1514,2020-03-08,越南,,,30,0,16,0
1515,2020-03-08,约旦,,,1,0,0,0
1516,2020-03-08,英国,,,273,0,18,2
1517,2020-03-08,印度尼西亚,,,6,0,0,0
1518,2020-03-08,印度,,,40,0,3,0
1519,2020-03-08,意大利,,,6092,0,589,233
1520,2020-03-08,以色列,,,25,0,2,0
1521,2020-03-08,伊朗,,,6566,0,1669,194
1522,2020-03-08,伊拉克,,,54,0,0,4
1523,2020-03-08,亚美尼亚,,,1,0,0,0
1524,2020-03-08,匈牙利,,,5,0,0,0
1525,2020-03-08,新西兰,,,5,0,0,0
1526,2020-03-08,新加坡,,,150,0,90,0
1527,2020-03-08,希腊,,,73,0,0,0
1528,2020-03-08,西班牙,,,613,0,30,13
1529,2020-03-08,乌克兰,,,1,0,0,0
1530,2020-03-08,突尼斯,,,1,0,0,0
1531,2020-03-08,泰国,,,50,0,33,1
1532,2020-03-08,斯洛文尼亚,,,12,0,0,0
1533,2020-03-08,斯洛伐克,,,3,0,0,0
1534,2020-03-08,斯里兰卡,,,1,0,1,0
1535,2020-03-08,圣马力诺,,,26,0,0,1
1536,2020-03-08,沙特阿拉伯,,,11,0,0,0
1537,2020-03-08,塞内加尔,,,4,0,0,0
1538,2020-03-08,塞尔维亚,,,1,0,0,0
1539,2020-03-08,瑞士,,,281,0,3,2
1540,2020-03-08,瑞典,,,203,0,0,0
1541,2020-03-08,葡萄牙,,,21,0,0,0
1542,2020-03-08,挪威,,,157,0,0,0
1543,2020-03-08,尼日利亚,,,1,0,0,0
1544,2020-03-08,尼泊尔,,,1,0,1,0
1545,2020-03-08,南非,,,2,0,0,0
1546,2020-03-08,墨西哥,,,7,0,1,0
1547,2020-03-08,摩纳哥,,,1,0,0,0
1548,2020-03-08,摩洛哥,,,2,0,0,0
1549,2020-03-08,摩尔多瓦,,,1,0,0,0
1550,2020-03-08,孟加拉国,,,1,0,0,0
1551,2020-03-08,美国,,,445,0,10,19
1552,2020-03-08,马来西亚,,,99,0,23,0
1553,2020-03-08,马耳他,,,1,0,0,0
1554,2020-03-08,马尔代夫,,,2,0,0,0
1555,2020-03-08,罗马尼亚,,,14,0,3,0
1556,2020-03-08,卢森堡,,,3,0,0,0
1557,2020-03-08,列支敦士登,,,1,0,0,0
1558,2020-03-08,立陶宛,,,1,0,0,0
1559,2020-03-08,黎巴嫩,,,28,0,1,0
1560,2020-03-08,拉脱维亚,,,1,0,0,0
1561,2020-03-08,克罗地亚,,,12,0,0,0
1562,2020-03-08,科威特,,,64,0,0,0
1563,2020-03-08,卡塔尔,,,12,0,0,0
1564,2020-03-08,喀麦隆,,,2,0,0,0
1565,2020-03-08,捷克,,,26,0,0,0
1566,2020-03-08,柬埔寨,,,2,0,1,0
1567,2020-03-08,加拿大,,,60,0,8,0
1568,2020-03-08,荷兰,,,265,0,0,1
1569,2020-03-08,韩国,,,7313,0,130,50
1570,2020-03-08,格鲁吉亚,,,13,0,0,0
1571,2020-03-08,哥斯达黎加,,,1,0,0,0
1572,2020-03-08,哥伦比亚,,,1,0,0,0
1573,2020-03-08,芬兰,,,23,0,1,0
1574,2020-03-08,菲律宾,,,6,0,1,1
1575,2020-03-08,梵蒂冈,,,1,0,0,0
1576,2020-03-08,法国,,,949,0,12,16
1577,2020-03-08,厄瓜多尔,,,14,0,0,0
1578,2020-03-08,俄罗斯,,,17,0,2,0
1579,2020-03-08,多米尼加,,,1,0,0,0
1580,2020-03-08,多哥,,,1,0,0,0
1581,2020-03-08,德国,,,939,0,18,0
1582,2020-03-08,丹麦,,,35,0,1,0
1583,2020-03-08,不丹,,,1,0,0,0
1584,2020-03-08,波兰,,,8,0,0,0
1585,2020-03-08,波黑,,,3,0,0,0
1586,2020-03-08,冰岛,,,50,0,1,0
1587,2020-03-08,秘鲁,,,6,0,0,0
1588,2020-03-08,比利时,,,200,0,1,0
1589,2020-03-08,北马其顿,,,3,0,0,0
1590,2020-03-08,保加利亚,,,4,0,0,0
1591,2020-03-08,白俄罗斯,,,6,0,0,0
1592,2020-03-08,巴西,,,19,0,0,0
1593,2020-03-08,巴林,,,85,0,6,0
1594,2020-03-08,巴勒斯坦,,,19,0,0,0
1595,2020-03-08,巴拉圭,,,1,0,0,0
1596,2020-03-08,巴基斯坦,,,6,0,1,0
1597,2020-03-08,澳大利亚,,,76,0,21,3
1598,2020-03-08,奥地利,,,104,0,0,0
1599,2020-03-08,安道尔,,,1,0,1,0
1600,2020-03-08,爱沙尼亚,,,10,0,0,0
1601,2020-03-08,爱尔兰,,,19,0,0,0
1602,2020-03-08,埃及,,,48,0,1,0
1603,2020-03-08,阿塞拜疆,,,9,0,0,0
1604,2020-03-08,阿曼,,,16,0,2,0
1605,2020-03-08,阿联酋,,,45,0,7,0
1606,2020-03-08,阿根廷,,,8,0,0,1
1607,2020-03-08,阿富汗,,,4,0,0,0
1608,2020-03-08,阿尔及利亚,,,20,0,0,0
1609,2020-03-08,日本,,,455,0,80,6
1610,2020-03-09,钻石公主号邮轮,,,696,0,245,7
1611,2020-03-09,中国,,,80924,349,59982,3140
1612,2020-03-09,智利,,,8,0,0,0
1613,2020-03-09,直布罗陀,,,1,0,0,0
1614,2020-03-09,越南,,,30,0,16,0
1615,2020-03-09,约旦,,,1,0,0,0
1616,2020-03-09,英国,,,319,0,18,3
1617,2020-03-09,印度尼西亚,,,19,0,0,0
1618,2020-03-09,印度,,,43,0,3,0
1619,2020-03-09,意大利,,,7424,0,622,366
1620,2020-03-09,以色列,,,39,0,2,0
1621,2020-03-09,伊朗,,,7161,0,2134,237
1622,2020-03-09,伊拉克,,,61,0,1,6
1623,2020-03-09,亚美尼亚,,,1,0,0,0
1624,2020-03-09,匈牙利,,,9,0,0,0
1625,2020-03-09,新西兰,,,5,0,0,0
1626,2020-03-09,新加坡,,,160,0,90,0
1627,2020-03-09,希腊,,,73,0,0,0
1628,2020-03-09,西班牙,,,909,0,30,25
1629,2020-03-09,乌克兰,,,1,0,0,0
1630,2020-03-09,文莱,,,1,0,0,0
1631,2020-03-09,突尼斯,,,2,0,0,0
1632,2020-03-09,泰国,,,50,0,33,1
1633,2020-03-09,斯洛文尼亚,,,16,0,0,0
1634,2020-03-09,斯洛伐克,,,5,0,0,0
1635,2020-03-09,斯里兰卡,,,1,0,1,0
1636,2020-03-09,圣马力诺,,,36,0,0,1
1637,2020-03-09,圣马丁,,,2,0,0,0
1638,2020-03-09,圣巴泰勒米,,,1,0,0,0
1639,2020-03-09,沙特阿拉伯,,,15,0,0,0
1640,2020-03-09,塞内加尔,,,4,0,0,0
1641,2020-03-09,塞尔维亚,,,1,0,0,0
1642,2020-03-09,瑞士,,,337,0,3,2
1643,2020-03-09,瑞典,,,248,0,0,0
1644,2020-03-09,葡萄牙,,,30,0,0,0
1645,2020-03-09,挪威,,,176,0,0,0
1646,2020-03-09,尼日利亚,,,2,0,0,0
1647,2020-03-09,尼泊尔,,,1,0,1,0
1648,2020-03-09,南非,,,3,0,0,0
1649,2020-03-09,墨西哥,,,7,0,1,0
1650,2020-03-09,摩纳哥,,,1,0,0,0
1651,2020-03-09,摩洛哥,,,2,0,0,0
1652,2020-03-09,摩尔多瓦,,,1,0,0,0
1653,2020-03-09,孟加拉国,,,3,0,0,0
1654,2020-03-09,美国,,,572,0,10,22
1655,2020-03-09,马提尼克,,,2,0,0,0
1656,2020-03-09,马来西亚,,,117,0,24,0
1657,2020-03-09,马耳他,,,3,0,0,0
1658,2020-03-09,马尔代夫,,,4,0,0,0
1659,2020-03-09,罗马尼亚,,,15,0,3,0
1660,2020-03-09,卢森堡,,,5,0,0,0
1661,2020-03-09,列支敦士登,,,1,0,0,0
1662,2020-03-09,立陶宛,,,1,0,0,0
1663,2020-03-09,黎巴嫩,,,32,0,1,0
1664,2020-03-09,拉脱维亚,,,6,0,0,0
1665,2020-03-09,克罗地亚,,,12,0,0,0
1666,2020-03-09,科威特,,,65,0,0,0
1667,2020-03-09,卡塔尔,,,15,0,0,0
1668,2020-03-09,喀麦隆,,,2,0,0,0
1669,2020-03-09,捷克,,,32,0,0,0
1670,2020-03-09,柬埔寨,,,2,0,1,0
1671,2020-03-09,加拿大,,,66,0,8,0
1672,2020-03-09,荷兰,,,321,0,0,3
1673,2020-03-09,韩国,,,7478,0,166,53
1674,2020-03-09,格鲁吉亚,,,15,0,0,0
1675,2020-03-09,哥斯达黎加,,,9,0,0,0
1676,2020-03-09,哥伦比亚,,,3,0,0,0
1677,2020-03-09,芬兰,,,30,0,1,0
1678,2020-03-09,菲律宾,,,20,0,2,1
1679,2020-03-09,梵蒂冈,,,1,0,0,0
1680,2020-03-09,法属圭亚那,,,5,0,0,0
1681,2020-03-09,法罗群岛,,,1,0,0,0
1682,2020-03-09,法国,,,1209,0,12,21
1683,2020-03-09,厄瓜多尔,,,14,0,0,0
1684,2020-03-09,俄罗斯,,,20,0,2,0
1685,2020-03-09,多米尼加,,,1,0,0,0
1686,2020-03-09,多哥,,,1,0,0,0
1687,2020-03-09,德国,,,1112,0,18,0
1688,2020-03-09,丹麦,,,35,0,1,0
1689,2020-03-09,不丹,,,1,0,0,0
1690,2020-03-09,波兰,,,16,0,0,0
1691,2020-03-09,波黑,,,3,0,0,0
