id,code,name,series,provinces,isTreatingNumClear,updateTime,confirmedTotal,suspectedTotal,curesTotal,deathsTotal,treatingTotal
EGY,1818000,埃及,,,False,1584581378,196,0,32,6,158
TUR,1792000,土耳其,,,False,1584581378,191,0,0,2,189
ROU,1642000,罗马尼亚,,,False,1584581378,184,0,16,0,168
SAU,1682000,沙特阿拉伯,,,False,1584581378,171,0,6,0,165
IRQ,1368000,伊拉克,,,False,1584581378,164,0,43,12,109
IND,1356000,印度,,,False,1584581378,152,0,14,3,135
RUS,1643000,俄罗斯,,,False,1584581378,147,0,8,0,139
KWT,1414000,科威特,,,False,1584581378,142,0,15,0,127
LBN,1422000,黎巴嫩,,,False,1584581378,120,0,3,3,114
PER,1604000,秘鲁,,,False,1584581378,117,0,1,0,116
ZAF,1710000,南非,,,False,1584581378,116,0,1,0,115
ARE,1784000,阿联酋,,,False,1584581378,113,0,26,0,87
ECU,1218000,厄瓜多尔,,,False,1584581378,111,0,0,2,109
SMR,1674000,圣马力诺,,,False,1584581378,109,0,4,7,98
ARM,1051000,亚美尼亚,,,False,1584581378,102,0,1,0,101
SVK,1703000,斯洛伐克,,,False,1584581378,97,0,0,0,97
MEX,1484000,墨西哥,,,False,1584581378,93,0,4,1,88
PAN,1591000,巴拿马,,,False,1584581378,86,0,0,1,85
SRB,1688000,塞尔维亚,,,False,1584581378,83,0,0,0,83
BGR,1100000,保加利亚,,,False,1584581378,81,0,0,2,79
ARG,1032000,阿根廷,,,False,1584581378,79,0,3,2,74
COL,1170000,哥伦比亚,,,False,1584581378,75,0,1,0,74
DZA,1012000,阿尔及利亚,,,False,1584581378,72,0,12,5,55
VNM,1704000,越南,,,False,1584581378,68,0,16,0,52
BRN,1096000,文莱,,,False,1584581378,68,0,0,0,68
HRV,1191000,克罗地亚,,,False,1584581378,65,0,4,0,61
HUN,1348000,匈牙利,,,False,1584581378,58,0,2,1,55
CYP,1196000,塞浦路斯,,,False,1584581378,58,0,0,0,58
JOR,1400000,约旦,,,False,1584581378,57,0,1,0,56
ALB,1008000,阿尔巴尼亚,,,False,1584581378,55,0,0,1,54
AND,1020000,安道尔,,,False,1584581378,54,0,1,0,53
BLR,1112000,白俄罗斯,,,False,1584581378,51,0,3,0,48
LKA,1144000,斯里兰卡,,,False,1584581378,50,0,1,0,49
URY,1858000,乌拉圭,,,False,1584581378,50,0,0,0,50
LVA,1428000,拉脱维亚,,,False,1584581378,49,0,1,0,48
FRO,1234000,法罗群岛,,,False,1584581378,47,0,0,0,47
PSE,1275000,巴勒斯坦,,,False,1584581378,44,0,0,0,44
MAR,1504000,摩洛哥,,,False,1584581378,44,0,1,2,41
CRI,1188000,哥斯达黎加,,,False,1584581378,41,0,0,0,41
OMN,1512000,阿曼,,,False,1584581378,39,0,13,0,26
GEO,1268000,格鲁吉亚,,,False,1584581378,38,0,1,0,37
MLT,1470000,马耳他,,,False,1584581378,38,0,2,0,36
MDA,1498000,摩尔多瓦,,,False,1584581378,36,0,1,1,34
KAZ,1398000,哈萨克斯坦,,,False,1584581378,35,0,0,0,35
KHM,1116000,柬埔寨,,,False,1584581378,35,0,1,0,34
AZE,1031000,阿塞拜疆,,,False,1584581378,34,0,6,1,27
VEN,1862000,委内瑞拉,,,False,1584581378,33,0,0,0,33
MKD,1807000,北马其顿,,,False,1584581378,31,0,0,0,31
SEN,1686000,塞内加尔,,,False,1584581378,31,0,2,0,29
BIH,1070000,波黑,,,False,1584581378,26,0,2,0,24
LTU,1440000,立陶宛,,,False,1584581378,25,0,1,0,24
TUN,1788000,突尼斯,,,False,1584581378,24,0,0,0,24
AFG,1004000,阿富汗,,,False,1584581378,22,0,0,0,22
DOM,1214000,多米尼加,,,False,1584581378,21,0,0,1,20
BFA,1854000,布基纳法索,,,False,1584581378,20,0,0,1,19
NZL,1554000,新西兰,,,False,1584581378,20,0,0,0,20
GLP,1312000,瓜德罗普,,,False,1584581378,18,0,0,0,18
MTQ,1474000,马提尼克,,,False,1584581378,16,0,0,0,16
JAM,1388000,牙买加,,,False,1584581378,15,0,2,0,13
UZB,1860000,乌兹别克斯坦,,,False,1584581378,15,0,0,0,15
UKR,1804000,乌克兰,,,False,1584581378,14,0,0,2,12
COD,1180000,刚果（金）,,,False,1584581378,14,0,0,0,14
MDV,1462000,马尔代夫,,,False,1584581378,13,0,0,0,13
GUF,1254000,法属圭亚那,,,False,1584581378,11,0,0,0,11
BOL,1068000,玻利维亚,,,False,1584581378,11,0,0,0,11
CMR,1120000,喀麦隆,,,False,1584581378,10,0,2,0,8
PRY,1600000,巴拉圭,,,False,1584581378,9,0,0,0,9
HND,1340000,洪都拉斯,,,False,1584581378,9,0,0,0,9
REU,1638000,留尼汪,,,False,1584581378,9,0,0,0,9
NGA,1566000,尼日利亚,,,False,1584581378,8,0,0,0,8
BGD,1050000,孟加拉国,,,False,1584581378,8,0,2,1,5
RWA,1646000,卢旺达,,,False,1584581378,7,0,0,0,7
LIE,1438000,列支敦士登,,,False,1584581378,7,0,0,0,7
GHA,1288000,加纳,,,False,1584581378,7,0,0,0,7
MCO,1492000,摩纳哥,,,False,1584581378,7,0,0,0,7
KEN,1404000,肯尼亚,,,False,1584581378,7,0,0,0,7
GUY,1328000,圭亚那,,,False,1584581378,7,0,0,1,6
MNG,1496000,蒙古,,,False,1584581378,6,0,0,0,6
CIV,1384000,科特迪瓦,,,False,1584581378,6,0,1,0,5
ETH,1231000,埃塞俄比亚,,,False,1584581378,6,0,0,0,6
CUB,1192000,古巴,,,False,1584581378,5,0,0,1,4
TTO,1780000,特立尼达和多巴哥,,,False,1584581378,5,0,0,0,5
SYC,1690000,塞舌尔,,,False,1584581378,4,0,0,0,4
BLM,1652000,圣巴泰勒米,,,False,1584581378,3,0,0,0,3
GIB,1292000,直布罗陀,,,False,1584581378,3,0,0,0,3
GAB,1266000,加蓬,,,False,1584581378,3,0,0,0,3
PRI,1630000,波多黎各,,,False,1584581378,3,0,0,0,3
GNQ,1226000,赤道几内亚,,,False,1584581378,3,0,0,0,3
COG,1178000,刚果（布）,,,False,1584581378,3,0,0,0,3
MUS,1480000,毛里求斯,,,False,1584581378,3,0,0,0,3
KGZ,1417000,吉尔吉斯斯坦,,,False,1584581378,3,0,0,0,3
GUM,1316000,关岛,,,False,1584581378,3,0,0,0,3
ANT,1530000,荷属安的列斯,,,False,1584581378,3,0,0,0,3
LCA,1662000,圣卢西亚,,,False,1584581378,2,0,0,0,2
MAF,1663000,圣马丁,,,False,1584581378,2,0,0,0,2
SDN,1736000,苏丹,,,False,1584581378,2,0,0,1,1
GTM,1320000,危地马拉,,,False,1584581378,2,0,0,1,1
ZMB,1894000,赞比亚,,,False,1584581378,2,0,0,0,2
NAM,1516000,纳米比亚,,,False,1584581378,2,0,0,0,2
LBR,1430000,利比里亚,,,False,1584581378,2,0,0,0,2
MNE,1499000,黑山,,,False,1584581378,2,0,0,0,2
BRB,1052000,巴巴多斯,,,False,1584581378,2,0,0,0,2
VIR,1850000,美属维尔京群岛,,,False,1584581378,2,0,0,0,2
ABW,1533000,阿鲁巴,,,False,1584581378,2,0,0,0,2
JEY,1832000,泽西岛,,,False,1584581378,2,0,0,0,2
NPL,1524000,尼泊尔,,,False,1584581378,1,0,1,0,0
BTN,1064000,不丹,,,False,1584581378,1,0,0,0,1
VAT,1336000,梵蒂冈,,,False,1584581378,1,0,0,0,1
TGO,1768000,多哥,,,False,1584581378,1,0,0,0,1
GGY,1831000,格恩西岛,,,False,1584581378,1,0,0,0,1
PYF,1258000,法属波利尼西亚,,,False,1584581378,1,0,0,0,1
GIN,1324000,几内亚,,,False,1584581378,1,0,0,0,1
ATG,1028000,安提瓜和巴布达,,,False,1584581378,1,0,0,0,1
VCT,1670000,圣文森特和格林纳丁斯,,,False,1584581378,1,0,0,0,1
MRT,1478000,毛利塔尼亚,,,False,1584581378,1,0,0,0,1
SWZ,1748000,斯威士兰,,,False,1584581378,1,0,0,0,1
DJI,1262000,吉布提,,,False,1584581378,1,0,0,0,1
SUR,1740000,苏里南,,,False,1584581378,1,0,0,0,1
CAF,1140000,中非,,,False,1584581378,1,0,0,0,1
BHS,1044000,巴哈马,,,False,1584581378,1,0,0,0,1
MYT,1175000,马约特,,,False,1584581378,1,0,0,0,1
TZA,1834000,坦桑尼亚,,,False,1584581378,1,0,0,0,1
SOM,1706000,索马里,,,False,1584581378,1,0,0,0,1
BEN,1204000,贝宁,,,False,1584581378,1,0,0,0,1
GRL,1304000,格陵兰,,,False,1584581378,1,0,0,0,1
GMB,1270000,冈比亚,,,False,1584581378,1,0,0,0,1
CYM,1136000,开曼群岛,,,False,1584581378,1,0,0,1,0
