id,code,name,series,provinces,isTreatingNumClear,updateTime,confirmedTotal,suspectedTotal,curesTotal,deathsTotal,treatingTotal
PAN,1591000,巴拿马,,,False,1584322258,43,0,0,1,42
ALB,1008000,阿尔巴尼亚,,,False,1584322258,42,0,0,1,41
MEX,1484000,墨西哥,,,False,1584322258,41,0,4,0,37
PSE,1275000,巴勒斯坦,,,False,1584322258,35,0,0,0,35
COL,1170000,哥伦比亚,,,False,1584322258,34,0,0,0,34
GEO,1268000,格鲁吉亚,,,False,1584322258,33,0,1,0,32
HUN,1348000,匈牙利,,,False,1584322258,32,0,1,1,30
LVA,1428000,拉脱维亚,,,False,1584322258,30,0,1,0,29
ECU,1218000,厄瓜多尔,,,False,1584322258,28,0,0,2,26
MAR,1504000,摩洛哥,,,False,1584322258,28,0,1,1,26
BLR,1112000,白俄罗斯,,,False,1584322258,27,0,3,0,24
CRI,1188000,哥斯达黎加,,,False,1584322258,27,0,0,0,27
ARM,1051000,亚美尼亚,,,False,1584322258,26,0,0,0,26
CYP,1196000,塞浦路斯,,,False,1584322258,26,0,0,0,26
SEN,1686000,塞内加尔,,,False,1584322258,24,0,2,0,22
BIH,1070000,波黑,,,False,1584322258,24,0,0,0,24
MDA,1498000,摩尔多瓦,,,False,1584322258,23,0,0,0,23
AZE,1031000,阿塞拜疆,,,False,1584322258,23,0,6,1,16
OMN,1512000,阿曼,,,False,1584322258,22,0,9,0,13
MLT,1470000,马耳他,,,False,1584322258,21,0,1,0,20
LKA,1144000,斯里兰卡,,,False,1584322258,19,0,1,0,18
TUN,1788000,突尼斯,,,False,1584322258,18,0,0,0,18
MKD,1807000,北马其顿,,,False,1584322258,18,0,0,0,18
TUR,1792000,土耳其,,,False,1584322258,18,0,0,0,18
AFG,1004000,阿富汗,,,False,1584322258,16,0,0,0,16
JOR,1400000,约旦,,,False,1584322258,13,0,1,0,12
MDV,1462000,马尔代夫,,,False,1584322258,13,0,0,0,13
LTU,1440000,立陶宛,,,False,1584322258,12,0,0,0,12
DOM,1214000,多米尼加,,,False,1584322258,11,0,0,0,11
BOL,1068000,玻利维亚,,,False,1584322258,10,0,0,0,10
VEN,1862000,委内瑞拉,,,False,1584322258,10,0,0,0,10
MTQ,1474000,马提尼克,,,False,1584322258,9,0,0,0,9
NZL,1554000,新西兰,,,False,1584322258,8,0,0,0,8
PRY,1600000,巴拉圭,,,False,1584322258,8,0,0,0,8
JAM,1388000,牙买加,,,False,1584322258,8,0,0,0,8
KAZ,1398000,哈萨克斯坦,,,False,1584322258,8,0,0,0,8
KHM,1116000,柬埔寨,,,False,1584322258,7,0,1,0,6
MCO,1492000,摩纳哥,,,False,1584322258,7,0,0,0,7
REU,1638000,留尼汪,,,False,1584322258,7,0,0,0,7
URY,1858000,乌拉圭,,,False,1584322258,6,0,0,0,6
GUF,1254000,法属圭亚那,,,False,1584322258,6,0,0,0,6
GUY,1328000,圭亚那,,,False,1584322258,6,0,0,1,5
GHA,1288000,加纳,,,False,1584322258,6,0,0,0,6
RWA,1646000,卢旺达,,,False,1584322258,5,0,0,0,5
BGD,1050000,孟加拉国,,,False,1584322258,5,0,2,0,3
LIE,1438000,列支敦士登,,,False,1584322258,4,0,0,0,4
CIV,1384000,科特迪瓦,,,False,1584322258,4,0,0,0,4
ETH,1231000,埃塞俄比亚,,,False,1584322258,4,0,0,0,4
CUB,1192000,古巴,,,False,1584322258,4,0,0,0,4
FRO,1234000,法罗群岛,,,False,1584322258,3,0,0,0,3
UKR,1804000,乌克兰,,,False,1584322258,3,0,0,1,2
CMR,1120000,喀麦隆,,,False,1584322258,3,0,0,0,3
KEN,1404000,肯尼亚,,,False,1584322258,3,0,0,0,3
COD,1180000,刚果（金）,,,False,1584322258,3,0,0,0,3
PRI,1630000,波多黎各,,,False,1584322258,3,0,0,0,3
SYC,1690000,塞舌尔,,,False,1584322258,2,0,0,0,2
AND,1020000,安道尔,,,False,1584322258,2,0,1,0,1
NGA,1566000,尼日利亚,,,False,1584322258,2,0,0,0,2
BFA,1854000,布基纳法索,,,False,1584322258,2,0,0,0,2
HND,1340000,洪都拉斯,,,False,1584322258,2,0,0,0,2
GTM,1320000,危地马拉,,,False,1584322258,2,0,0,1,1
JEY,1832000,泽西岛,,,False,1584322258,2,0,0,0,2
NAM,1516000,纳米比亚,,,False,1584322258,2,0,0,0,2
MAF,1663000,圣马丁,,,False,1584322258,2,0,0,0,2
ABW,1533000,阿鲁巴,,,False,1584322258,2,0,0,0,2
NPL,1524000,尼泊尔,,,False,1584322258,1,0,1,0,0
GIB,1292000,直布罗陀,,,False,1584322258,1,0,0,0,1
BTN,1064000,不丹,,,False,1584322258,1,0,0,0,1
VAT,1336000,梵蒂冈,,,False,1584322258,1,0,0,0,1
TGO,1768000,多哥,,,False,1584322258,1,0,0,0,1
BLM,1652000,圣巴泰勒米,,,False,1584322258,1,0,0,0,1
MNG,1496000,蒙古,,,False,1584322258,1,0,0,0,1
GGY,1831000,格恩西岛,,,False,1584322258,1,0,0,0,1
GAB,1266000,加蓬,,,False,1584322258,1,0,0,0,1
PYF,1258000,法属波利尼西亚,,,False,1584322258,1,0,0,0,1
TTO,1780000,特立尼达和多巴哥,,,False,1584322258,1,0,0,0,1
GIN,1324000,几内亚,,,False,1584322258,1,0,0,0,1
SDN,1736000,苏丹,,,False,1584322258,1,0,0,1,0
ATG,1028000,安提瓜和巴布达,,,False,1584322258,1,0,0,0,1
VCT,1670000,圣文森特和格林纳丁斯,,,False,1584322258,1,0,0,0,1
BHS,1044000,巴哈马,,,False,1584322258,1,0,0,0,1
SWZ,1748000,斯威士兰,,,False,1584322258,1,0,0,0,1
GNQ,1226000,赤道几内亚,,,False,1584322258,1,0,0,0,1
GLP,1312000,瓜德罗普,,,False,1584322258,1,0,0,0,1
CYM,1136000,开曼群岛,,,False,1584322258,1,0,0,0,1
COG,1178000,刚果（布）,,,False,1584322258,1,0,0,0,1
SUR,1740000,苏里南,,,False,1584322258,1,0,0,0,1
UZB,1860000,乌兹别克斯坦,,,False,1584322258,1,0,0,0,1
CAF,1140000,中非,,,False,1584322258,1,0,0,0,1
MRT,1478000,毛利塔尼亚,,,False,1584322258,1,0,0,0,1
